CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
三门峡,273937-129,253911-2,66,8.2,1.94,10,660
三门峡,273937-129,254572-2,62,7.25,5.55,32,1984
三门峡,273937-129,124689-3,58,7.71,6.18,9971,578318
三门峡,273937-129,253933-0,50,9,3.74,6,300
三门峡,273937-129,15334-129,47,9.5,7.14,20,940
三门峡,273937-129,11429-130,45,9.83,6.38,6564,295380
三门峡,273937-129,124689-0,44,9.57,3.65,42,1848
三门峡,273937-129,124677-0,44,9.8,5.31,40,1760
三门峡,273937-129,15487-128,42,10.24,6.45,12244,514248
三门峡,273937-129,124689-1,38,10.52,4.96,2298,87324
三门峡,273937-129,253929-1,30,14.14,9.88,14,420
三门峡,273937-129,273937-128,29,12.41,6.26,16510,478790
三门峡,273937-129,124924-1,23,11.86,3.87,14,322
三门峡,273937-129,47433-0,14,19.8,10.11,10,140
三门峡,273937-129,124691-2,14,14.85,5.5,314,4396
三门峡,273937-129,253786-0,6,17.6,5.57,10,60
三门峡,273937-129,124694-2,0,20.71,2.05,14,0
三门峡,274161-128,274161-130,98,2.89,2.82,37275,3652950
三门峡,274161-128,253914-2,93,3.72,3.59,198,18414
三门峡,274161-128,253941-0,91,4.65,3.3,952,86632
三门峡,274161-128,15513-129,88,3.91,4.25,127042,11179696
三门峡,274161-128,253894-1,86,4.63,4.07,55079,4736794
三门峡,274161-128,124712-2,83,5.15,4.01,309,25647
三门峡,274161-128,15113-130,83,4.56,4.67,16471,1367093
三门峡,274161-128,253928-2,82,4.94,4.51,278,22796
三门峡,274161-128,253916-2,82,4.7,4.69,34603,2837446
三门峡,274161-128,253903-2,81,5.26,4.3,184,14904
三门峡,274161-128,15301-129,80,4.84,4.93,11675,934000
三门峡,274161-128,253905-1,79,5.16,4.82,21476,1696604
三门峡,274161-128,253939-2,77,5.41,4.87,74,5698
三门峡,274161-128,5641-129,77,5.7,4.38,403,31031
三门峡,274161-128,15513-128,76,6.2,4.03,1535,116660
三门峡,274161-128,124712-0,74,6.14,4.37,2808,207792
三门峡,274161-128,15311-128,72,6.01,5.21,13584,978048
三门峡,274161-128,253906-1,71,6.21,4.98,1275,90525
三门峡,274161-128,259778-1,70,6.44,4.83,4085,285950
三门峡,274161-128,253917-2,70,5.8,6.17,647,45290
三门峡,274161-128,253893-0,70,6.15,5.31,5973,418110
三门峡,274161-128,253895-2,69,6.21,5.63,190,13110
三门峡,274161-128,5660-130,68,6.73,4.93,447,30396
三门峡,274161-128,253939-1,67,6.81,4.96,1099,73633
三门峡,274161-128,253931-2,66,6.7,5.43,2298,151668
三门峡,274161-128,253893-1,66,6.6,5.82,327,21582
三门峡,274161-128,7400-130,64,6.8,6.24,662,42368
三门峡,274161-128,15294-128,62,7.48,4.81,1624,100688
三门峡,274161-128,253904-1,61,7.37,6.04,935,57035
三门峡,274161-128,15322-130,61,7.54,5.46,3991,243451
三门峡,274161-128,253931-1,61,7.61,5.2,112,6832
三门峡,274161-128,15322-128,61,7.54,5.11,4218,257298
三门峡,274161-128,259775-2,58,8.25,3.86,1486,86188
三门峡,274161-128,253935-0,55,8.24,6.2,102,5610
三门峡,274161-128,15115-128,55,8.53,3.64,432,23760
三门峡,274161-128,15117-130,55,8.31,5.58,90,4950
三门峡,274161-128,253894-2,55,8.29,5.81,464,25520
三门峡,274161-128,274161-129,53,8.62,4.72,35143,1862579
三门峡,274161-128,253916-1,46,9.45,4.65,10170,467820
三门峡,274161-128,259598-2,45,9.85,6.29,287,12915
三门峡,274161-128,253936-2,44,10.1,7.63,60,2640
三门峡,274161-128,253929-0,44,9.82,5.17,440,19360
三门峡,274161-128,47433-0,40,11.42,9.58,62,2480
三门峡,274161-128,253800-2,39,10.3,4.57,94,3666
三门峡,274161-128,253922-1,39,9.85,2.98,82,3198
三门峡,274161-128,253783-1,38,11.65,9.01,68,2584
三门峡,274161-128,253907-2,37,10.53,4.78,99,3663
三门峡,274161-128,259655-2,35,10.26,3.38,78,2730
三门峡,274161-128,253937-1,33,10.69,3.74,58,1914
三门峡,274161-128,259768-0,33,11.72,6.16,534,17622
三门峡,274161-128,259682-2,32,10.97,4.17,119,3808
三门峡,274161-128,15578-128,31,10.42,2.81,55,1705
三门峡,274161-128,259654-2,29,12.47,6.14,64,1856
三门峡,274161-128,5662-128,28,10.34,2.35,100,2800
三门峡,274161-128,47440-1,27,10.86,3.02,142,3834
三门峡,274161-128,253818-1,26,11.61,4.08,66,1716
三门峡,274161-128,253906-2,26,13.93,7.77,1772,46072
三门峡,274161-128,7400-129,25,12.27,4.8,66,1650
三门峡,274161-128,253936-0,25,12.07,4.45,144,3600
三门峡,274161-128,253815-1,25,15.37,9.49,86,2150
三门峡,274161-128,259658-2,24,11.22,3.08,64,1536
三门峡,274161-128,124912-0,24,14.04,7.11,113,2712
三门峡,274161-128,253901-0,24,11.27,3.2,88,2112
三门峡,274161-128,253810-1,24,15.34,9.07,68,1632
三门峡,274161-128,15125-129,23,14.51,7.38,728,16744
三门峡,274161-128,259682-1,22,12.32,4.28,76,1672
三门峡,274161-128,253902-1,21,11.17,2.68,82,1722
三门峡,274161-128,253821-0,21,15.48,7.92,222,4662
三门峡,274161-128,15479-128,19,12.58,4.04,206,3914
三门峡,274161-128,15301-130,19,14.88,6.83,1352,25688
三门峡,274161-128,253818-0,19,11.38,2.73,58,1102
三门峡,274161-128,253903-0,18,15.85,7.46,2549,45882
三门峡,274161-128,253769-1,18,12.88,4.21,100,1800
三门峡,274161-128,253792-2,17,16.13,7.44,1518,25806
三门峡,274161-128,259768-1,16,13.08,4.08,102,1632
三门峡,274161-128,253792-0,16,11.83,2.84,106,1696
三门峡,274161-128,253904-0,16,13.04,4.13,152,2432
三门峡,274161-128,15117-129,14,12.3,3.01,94,1316
三门峡,274161-128,253767-2,8,11.88,2.01,80,640
三门峡,274161-128,259774-0,5,16.07,4.36,108,540
三门峡,274161-129,15113-130,90,4.5,3.5,4,360
三门峡,274161-129,124712-2,62,6.77,7.15,1198,74276
三门峡,274161-129,15301-129,60,6.8,8.35,457,27420
三门峡,274161-129,15513-129,58,7.09,9.06,13486,782188
三门峡,274161-129,274161-130,51,8.82,8.54,4729,241179
三门峡,274161-129,124818-1,51,8.83,6.16,162,8262
三门峡,274161-129,15322-130,45,9.81,6.91,588,26460
三门峡,274161-129,15322-128,43,10.13,6.7,276,11868
三门峡,274161-129,47443-0,42,11,10,4,168
三门峡,274161-129,253903-2,40,11.03,8.2,1539,61560
三门峡,274161-129,15294-130,38,11.67,8.39,24,912
三门峡,274161-129,15294-128,35,11.83,7.4,212,7420
三门峡,274161-129,259598-2,34,12.5,8.5,4,136
三门峡,274161-129,274161-128,23,13.56,6.09,15872,365056
三门峡,274161-129,7401-128,22,13.8,6.34,10,220
三门峡,274161-129,253906-2,3,19.33,5.44,6,18
三门峡,274161-129,15301-130,0,22,4.06,8,0
三门峡,274161-129,273933-128,0,22.5,2.69,12,0
三门峡,274161-129,253820-2,0,14.5,1.5,4,0
三门峡,274161-129,253913-2,0,28.5,0.5,4,0
三门峡,274161-130,253939-0,93,3.81,3.54,154,14322
三门峡,274161-130,259778-1,91,4.59,3.3,244,22204
三门峡,274161-130,253893-1,87,3.58,4.8,252,21924
三门峡,274161-130,5641-129,86,4.15,4.56,562,48332
三门峡,274161-130,274161-129,83,5.2,4.02,10749,892167
三门峡,274161-130,253916-1,79,6.43,3.16,83,6557
三门峡,274161-130,253893-0,75,5.16,5.62,74,5550
三门峡,274161-130,253912-2,73,5.3,6.1,88,6424
三门峡,274161-130,253767-0,69,8.06,1.86,98,6762
三门峡,274161-130,253916-2,64,7.24,4.93,562,35968
三门峡,274161-130,253917-2,63,7.41,4.74,166,10458
三门峡,274161-130,124712-2,63,7.11,5.56,716,45108
三门峡,274161-130,253922-0,62,7.88,3.66,96,5952
三门峡,274161-130,253903-2,62,7.13,6.24,68907,4272234
三门峡,274161-130,7401-129,60,7.58,5.62,218,13080
三门峡,274161-130,238397-2,59,7.75,5.55,1699,100241
三门峡,274161-130,253940-2,59,7.96,4.6,282,16638
三门峡,274161-130,238397-1,59,7.86,5.14,600,35400
三门峡,274161-130,253905-1,59,7.86,4.99,1614,95226
三门峡,274161-130,253894-2,58,7.75,5.83,31258,1812964
三门峡,274161-130,253902-0,58,8.49,2.58,106,6148
三门峡,274161-130,15513-128,57,8.1,5.13,20962,1194834
三门峡,274161-130,253939-1,56,8.21,5.39,54396,3046176
三门峡,274161-130,253894-0,55,8.3,5.46,721,39655
三门峡,274161-130,253904-2,54,8.51,4.38,144,7776
三门峡,274161-130,253908-1,52,8.76,6.26,2837,147524
三门峡,274161-130,253939-2,52,8.74,6.71,108,5616
三门峡,274161-130,253906-1,51,8.89,5.47,358,18258
三门峡,274161-130,7400-130,51,8.79,5.71,7655,390405
三门峡,274161-130,253821-1,49,9.08,3.02,71,3479
三门峡,274161-130,253931-2,49,9.08,5.85,3149,154301
三门峡,274161-130,274161-128,48,9.3,5.64,23960,1150080
三门峡,274161-130,124818-0,48,9.36,5.81,26974,1294752
三门峡,274161-130,253934-2,48,9.3,7.34,54,2592
三门峡,274161-130,15113-130,48,9.35,6.28,26505,1272240
三门峡,274161-130,253929-0,47,9.64,8.03,505,23735
三门峡,274161-130,253914-2,47,9.43,6.18,1126,52922
三门峡,274161-130,15125-129,47,9.54,6.95,175,8225
三门峡,274161-130,15513-129,46,9.69,6.2,70409,3238814
三门峡,274161-130,124898-1,41,10.39,6.3,364,14924
三门峡,274161-130,253800-1,41,9.66,3.05,122,5002
三门峡,274161-130,253907-2,40,10.78,7.3,54,2160
三门峡,274161-130,253783-2,35,11.21,5.87,172,6020
三门峡,274161-130,5641-130,34,11.88,6.95,362,12308
三门峡,274161-130,15301-129,32,11.52,5.39,25045,801440
三门峡,274161-130,15322-130,31,12.05,6.2,338,10478
三门峡,274161-130,7401-128,30,12.21,6.11,367,11010
三门峡,274161-130,259655-0,30,10.95,3.66,86,2580
三门峡,274161-130,124695-2,28,12.58,6.13,62,1736
三门峡,274161-130,15117-130,27,12.97,6.43,99,2673
三门峡,274161-130,15311-128,27,12.51,5.6,276,7452
三门峡,274161-130,15322-128,26,12.86,6.01,377,9802
三门峡,274161-130,7199-128,17,14.63,5.89,98,1666
三门峡,274161-130,253891-1,17,11.26,2.33,941,15997
三门峡,274161-130,5660-130,16,14.22,5.29,1028,16448
三门峡,274161-130,253906-0,13,14.29,4.71,51,663
三门峡,274161-130,259723-0,3,17.38,4.55,453,1359
三门峡,274161-130,238379-1,0,23.36,4.01,242,0
三门峡,274161-130,259768-1,0,19.03,3.53,68,0
三门峡,47440-0,15513-128,98,2.24,3.13,346,33908
三门峡,47440-0,124683-0,95,2.84,3.82,220,20900
三门峡,47440-0,15336-129,90,4.27,3.65,10309,927810
三门峡,47440-0,15324-130,84,4.5,4.48,1680,141120
三门峡,47440-0,15324-129,81,4.68,4.98,1176,95256
三门峡,47440-0,124672-0,80,5.88,3.67,66,5280
三门峡,47440-0,15476-128,80,4.17,5.71,324,25920
三门峡,47440-0,15582-128,78,4.96,5.21,206,16068
三门峡,47440-0,273933-129,75,4.91,6.09,386,28950
三门峡,47440-0,5681-129,69,6.15,5.71,68,4692
三门峡,47440-0,15562-128,65,6.64,6.05,78,5070
三门峡,47440-0,15324-128,65,6.77,5.85,5657,367705
三门峡,47440-0,15429-129,64,7.25,4.87,130,8320
三门峡,47440-0,259595-2,51,8.85,4.59,120,6120
三门峡,47440-0,124683-2,50,8.93,6.56,850,42500
三门峡,47440-0,47440-2,49,9.12,6.88,48013,2352637
三门峡,47440-0,253789-2,44,9.83,5.41,190,8360
三门峡,47440-0,253819-1,44,9.84,6.07,1610,70840
三门峡,47440-0,15333-128,42,10.39,6.52,1464,61488
三门峡,47440-0,259595-0,30,12.03,5.67,148,4440
三门峡,47440-0,47440-1,29,12.94,7.09,13718,397822
三门峡,47440-0,253940-2,10,16.28,5.68,426,4260
三门峡,47440-1,124683-1,98,3.06,2.97,126,12348
三门峡,47440-1,15324-130,86,3.24,5.42,590,50740
三门峡,47440-1,15333-128,79,5.2,4.68,164,12956
三门峡,47440-1,124683-0,73,6.14,4.78,4266,311418
三门峡,47440-1,15324-129,70,5.67,6.22,2710,189700
三门峡,47440-1,273933-129,64,6.6,6.58,9998,639872
三门峡,47440-1,124674-0,63,7,5.91,134,8442
三门峡,47440-1,253789-2,61,7.09,6.74,216,13176
三门峡,47440-1,15513-128,58,7.59,7.39,122,7076
三门峡,47440-1,15324-128,56,7.94,7.03,12537,702072
三门峡,47440-1,124683-2,54,8.42,6.58,39712,2144448
三门峡,47440-1,15336-129,52,8.73,5.97,3336,173472
三门峡,47440-1,15476-128,47,9.58,8.29,2800,131600
三门峡,47440-1,15582-128,47,9.59,7.16,58,2726
三门峡,47440-1,5681-129,47,9.34,4.63,82,3854
三门峡,47440-1,15290-129,46,9.42,4.75,3133,144118
三门峡,47440-1,273921-128,45,9.27,2.23,90,4050
三门峡,47440-1,47440-2,44,10.1,6.85,43225,1901900
三门峡,47440-1,253819-1,42,10.42,6.67,1308,54936
三门峡,47440-1,124687-1,40,10.81,6.96,62,2480
三门峡,47440-1,15297-128,39,10.88,6.66,1553,60567
三门峡,47440-1,47440-0,36,11.35,6.77,13589,489204
三门峡,47440-1,259707-0,26,10.41,2.2,54,1404
三门峡,47440-1,253940-2,18,15.32,6.78,224,4032
三门峡,47440-1,47433-0,17,17.94,9.43,70,1190
三门峡,47440-1,259595-0,15,15.19,5.85,395,5925
三门峡,47440-1,253804-2,0,19,3.35,84,0
三门峡,47440-1,15333-129,0,28.53,4.03,110,0
三门峡,47440-1,253939-0,0,21.59,4.84,3850,0
三门峡,47440-2,47446-1,95,4.96,2.47,94,8930
三门峡,47440-2,259655-0,92,3.75,3.68,483,44436
三门峡,47440-2,15297-128,85,5.04,3.8,1880,159800
三门峡,47440-2,15333-128,85,4.63,4.29,6172,524620
三门峡,47440-2,124674-0,82,4.97,4.32,29126,2388332
三门峡,47440-2,7202-130,82,5.24,4.03,164,13448
三门峡,47440-2,15472-128,81,5.27,4.29,741,60021
三门峡,47440-2,15336-129,81,5.27,4.25,73317,5938677
三门峡,47440-2,124672-0,80,5.63,4.08,5739,459120
三门峡,47440-2,15324-130,80,4.77,4.94,14869,1189520
三门峡,47440-2,47446-2,80,5.55,4.1,188,15040
三门峡,47440-2,15324-129,79,4.86,5.05,7407,585153
三门峡,47440-2,124711-2,77,6,4.11,245,18865
三门峡,47440-2,15582-128,77,5.33,4.9,28714,2210978
三门峡,47440-2,15476-128,76,5.35,5.27,2786,211736
三门峡,47440-2,15290-129,73,5.96,5.01,15538,1134274
三门峡,47440-2,47440-1,72,5.99,5.08,9213,663336
三门峡,47440-2,259595-2,72,5.91,5.17,224,16128
三门峡,47440-2,124813-0,72,6.02,5.16,211,15192
三门峡,47440-2,124687-1,71,6.76,3.98,74,5254
三门峡,47440-2,5681-129,71,6.19,5.14,1166,82786
三门峡,47440-2,47440-0,69,6.65,4.84,46039,3176691
三门峡,47440-2,15429-129,68,6.34,5.84,4175,283900
三门峡,47440-2,273933-129,67,6.65,5.4,61497,4120299
三门峡,47440-2,15324-128,64,6.84,6.01,38960,2493440
三门峡,47440-2,259595-0,64,7.2,4.94,16738,1071232
三门峡,47440-2,253789-2,56,8.15,5.7,7432,416192
三门峡,47440-2,124683-2,51,8.89,5.72,69675,3553425
三门峡,47440-2,15315-129,51,8.9,6.05,118,6018
三门峡,47440-2,253934-2,51,8.9,6.4,60,3060
三门峡,47440-2,253819-1,50,9.01,5.26,6795,339750
三门峡,47440-2,5681-128,49,9.08,4.58,74,3626
三门峡,47440-2,253813-2,43,9.84,4.84,739,31777
三门峡,47440-2,47433-1,42,10.27,6,66,2772
三门峡,47440-2,253821-0,40,10.47,5.89,64,2560
三门峡,47440-2,253905-0,37,10.51,4.46,170,6290
三门峡,47440-2,259655-1,33,10.24,2.75,229,7557
三门峡,47440-2,15511-128,28,10.55,2.69,98,2744
三门峡,47440-2,253785-1,25,12.69,5.55,64,1600
三门峡,47440-2,15297-130,22,13.9,6.24,84,1848
三门峡,47440-2,253940-2,15,14.18,5.07,1440,21600
三门峡,47443-0,124673-0,99,3.39,2.42,124,12276
三门峡,47443-0,253901-0,92,4,3.59,70,6440
三门峡,47443-0,124812-1,66,6.87,5.3,894,59004
三门峡,47443-0,124673-1,62,7.51,4.93,11613,720006
三门峡,47443-0,124812-0,60,7.9,4.49,194,11640
三门峡,47443-0,124673-2,59,7.77,5.49,4620,272580
三门峡,47443-0,259778-0,57,7.88,6.15,46559,2653863
三门峡,47443-0,15513-128,56,8,6.46,134632,7539392
三门峡,47443-0,253917-2,54,8.46,4.78,5510,297540
三门峡,47443-0,253905-2,54,8.46,6.08,59544,3215376
三门峡,47443-0,7201-128,52,8.76,5.15,608,31616
三门峡,47443-0,124711-2,51,8.88,6.31,3046,155346
三门峡,47443-0,253786-0,51,8.91,5.14,256,13056
三门峡,47443-0,253901-2,50,9,6.01,108467,5423350
三门峡,47443-0,15476-128,48,9.31,6.33,19864,953472
三门峡,47443-0,253819-1,43,9.81,4.91,7471,321253
三门峡,47443-0,5691-128,42,10.16,5.82,25394,1066548
三门峡,47443-0,7202-129,42,10.46,7.22,184,7728
三门峡,47443-0,5641-128,36,11.04,5.88,674,24264
三门峡,47443-0,259598-2,34,11.24,5.61,768,26112
三门峡,47443-0,47443-2,33,13.09,9.43,252,8316
三门峡,47443-0,47443-1,33,11.94,6.73,9960,328680
三门峡,47443-0,47444-1,28,12.98,6.91,4088,114464
三门峡,47443-0,15121-129,28,12.22,5.58,2034,56952
三门峡,47443-0,253939-2,23,12.37,4.58,92,2116
三门峡,47443-0,15310-128,19,13.62,5.33,488,9272
三门峡,47443-0,253913-2,8,16.03,4.98,64,512
三门峡,47443-0,47459-0,7,15.75,4.68,290,2030
三门峡,47443-0,253796-2,6,17.55,5.35,62,372
三门峡,47443-0,7401-130,5,15.96,4.26,56,280
三门峡,47443-0,259655-1,4,17.49,4.7,102,408
三门峡,47443-0,253930-130,3,17.27,4.37,74,222
三门峡,47443-0,259779-2,1,17.57,3.78,92,92
三门峡,47443-0,253927-0,1,19.23,4.7,62,62
三门峡,47443-0,259658-2,1,18.4,4.21,84,84
三门峡,47443-0,253790-2,1,19.29,4.17,262,262
三门峡,47443-0,253896-2,0,18.7,3.25,60,0
三门峡,47443-0,253902-1,0,20.25,3.88,80,0
三门峡,47443-0,253768-2,0,21.8,4.46,198,0
三门峡,47443-1,47444-1,100,5.43,1.18,28,2800
三门峡,47443-1,253903-2,96,3.36,3.24,3858,370368
三门峡,47443-1,47443-0,93,4.33,3.19,17260,1605180
三门峡,47443-1,47443-2,89,3.49,4.48,64494,5739966
三门峡,47443-1,253917-2,87,3.68,4.67,82,7134
三门峡,47443-1,7401-128,87,4.36,4.06,24090,2095830
三门峡,47443-1,15121-129,84,4.61,4.49,66,5544
三门峡,47443-1,259778-2,79,4.86,5.06,3820,301780
三门峡,47443-1,15322-130,72,5.12,6.69,34,2448
三门峡,47443-1,7401-129,71,5.82,5.89,22,1562
三门峡,47443-1,259598-2,71,6.36,4.69,180,12780
三门峡,47443-1,5641-130,69,5.91,6.16,90,6210
三门峡,47443-1,15513-128,67,6.59,5.47,42400,2840800
三门峡,47443-1,253901-2,61,7.35,6.07,12544,765184
三门峡,47443-1,253905-2,51,8.81,5.9,4122,210222
三门峡,47443-1,253810-1,40,9.7,2.79,20,800
三门峡,47443-1,253903-0,39,11.04,7.16,1640,63960
三门峡,47443-1,15476-128,38,10.56,5.31,212,8056
三门峡,47443-1,5641-128,23,13.97,6.66,2430,55890
三门峡,47443-1,15579-130,1,16.85,3.15,40,40
三门峡,47443-2,124695-1,99,1.35,3.43,362,35838
三门峡,47443-2,253796-0,99,2.48,2.64,2079,205821
三门峡,47443-2,15539-128,99,2.81,2.84,464,45936
三门峡,47443-2,7401-129,98,2.14,3.31,4647,455406
三门峡,47443-2,5641-130,96,3.78,3.02,374,35904
三门峡,47443-2,124911-1,96,1.95,4.14,3661,351456
三门峡,47443-2,253792-1,95,2.34,3.93,192,18240
三门峡,47443-2,15512-129,94,5.85,2.07,122,11468
三门峡,47443-2,124677-0,93,1.52,5.14,3767,350331
三门峡,47443-2,15512-128,90,2.88,4.88,202,18180
三门峡,47443-2,253771-2,89,4.56,3.61,1878,167142
三门峡,47443-2,15322-130,88,3.53,4.69,280,24640
三门峡,47443-2,15125-129,87,2.57,5.67,168,14616
三门峡,47443-2,259598-2,86,6.1,2.73,2980,256280
三门峡,47443-2,253796-1,85,4.91,3.96,572,48620
三门峡,47443-2,253771-0,82,4.37,5.02,3400,278800
三门峡,47443-2,47443-1,82,5.42,3.97,70581,5787642
三门峡,47443-2,15113-130,81,4.95,4.65,380,30780
三门峡,47443-2,47459-0,81,4.92,4.69,214,17334
三门峡,47443-2,253903-0,79,5.69,4.02,466,36814
三门峡,47443-2,15121-129,75,6.08,4.27,18055,1354125
三门峡,47443-2,124677-2,73,6.73,3.71,66,4818
三门峡,47443-2,15121-130,72,7.51,2.55,150,10800
三门峡,47443-2,253786-0,72,6.12,5.05,84,6048
三门峡,47443-2,124812-1,72,6.11,5.01,296,21312
三门峡,47443-2,253917-2,71,6.5,4.59,2118,150378
三门峡,47443-2,124673-2,71,6.83,4.01,3931,279101
三门峡,47443-2,253771-1,70,6.69,4.46,17928,1254960
三门峡,47443-2,47443-0,70,6.58,4.65,366,25620
三门峡,47443-2,47434-2,70,6.08,5.71,610,42700
三门峡,47443-2,7401-128,70,6.4,4.98,49639,3474730
三门峡,47443-2,7401-130,69,6.6,4.74,27302,1883838
三门峡,47443-2,253903-2,68,6.65,5.06,3645,247860
三门峡,47443-2,124683-2,68,6.72,4.83,368,25024
三门峡,47443-2,253901-2,67,7.14,4.34,49588,3322396
三门峡,47443-2,47459-1,67,6.86,4.81,20322,1361574
三门峡,47443-2,15476-128,62,7.31,5.31,21023,1303426
三门峡,47443-2,124677-1,62,7.05,6.51,2043,126666
三门峡,47443-2,15513-130,61,6.89,7.64,2464,150304
三门峡,47443-2,15310-128,61,7.54,5.3,1570,95770
三门峡,47443-2,15511-129,61,7.54,5.12,56,3416
三门峡,47443-2,15513-128,60,7.6,5.36,79136,4748160
三门峡,47443-2,253810-2,59,8.58,1.82,388,22892
三门峡,47443-2,253890-0,55,8.66,2.51,834,45870
三门峡,47443-2,253913-1,55,8.29,5.76,750,41250
三门峡,47443-2,253819-1,52,8.76,4.96,3172,164944
三门峡,47443-2,259723-1,50,9.01,3.03,282,14100
三门峡,47443-2,124818-0,49,9.17,5.43,82,4018
三门峡,47443-2,259778-2,48,9.37,6.67,1676,80448
三门峡,47443-2,259598-0,47,9.31,4.42,124,5828
三门峡,47443-2,253786-1,47,9.38,5.21,186,8742
三门峡,47443-2,5641-128,46,9.66,5.86,1950,89700
三门峡,47443-2,274161-130,45,9.77,6.09,234,10530
三门峡,47443-2,253905-2,41,10.44,6.05,2288,93808
三门峡,47443-2,15469-130,38,10.32,4.51,174,6612
三门峡,47443-2,47459-2,37,10.82,5.62,1210,44770
三门峡,47443-2,253939-2,36,10.78,5.13,558,20088
三门峡,47443-2,124711-2,34,11.06,5.13,1644,55896
三门峡,47443-2,5691-128,30,11.94,5.62,492,14760
三门峡,47443-2,253917-1,22,12.74,4.78,62,1364
三门峡,47443-2,124675-2,18,13.41,4.73,64,1152
三门峡,47443-2,253906-1,5,13,2.36,68,340
三门峡,47443-2,15579-130,4,16.77,4.56,124,496
三门峡,47443-2,253768-0,1,19.66,4.41,200,200
三门峡,47443-2,253909-2,0,20.14,3.88,74,0
三门峡,47443-2,253913-0,0,20.62,3.61,286,0
三门峡,47444-0,15336-129,100,1.66,1.99,392,39200
三门峡,47444-0,15310-128,95,3.15,3.62,202,19190
三门峡,47444-0,124673-0,93,3.02,4.06,230,21390
三门峡,47444-0,15510-128,92,2.85,4.43,10658,980536
三门峡,47444-0,259654-0,90,3.86,3.98,4582,412380
