CITY,SCELL,NCELL,PrC2I9,C2I_Mean,std,SampleCount,WeightedC2I
三门峡,124674-0,15295-130,74,6.01,4.62,266,19684
三门峡,124674-0,15583-129,74,5.71,5.23,706,52244
三门峡,124674-0,5681-129,73,5.91,5,9320,680360
三门峡,124674-0,15511-129,73,6.82,3.49,66,4818
三门峡,124674-0,47446-2,71,6.27,4.9,5766,409386
三门峡,124674-0,124672-0,68,6.41,5.41,45335,3082780
三门峡,124674-0,15510-128,68,6.52,5.4,13439,913852
三门峡,124674-0,253772-0,68,7.57,3.07,196,13328
三门峡,124674-0,15336-130,67,6.32,5.91,1348,90316
三门峡,124674-0,124813-0,67,6.68,5.32,6798,455466
三门峡,124674-0,47433-1,66,6.67,5.51,1072,70752
三门峡,124674-0,47441-1,65,7.07,4.99,280,18200
三门峡,124674-0,15595-129,65,7.36,4.4,166,10790
三门峡,124674-0,124683-2,64,7.18,5.18,6516,417024
三门峡,124674-0,259598-2,63,6.84,6.45,28607,1802241
三门峡,124674-0,47440-0,63,7.6,4.36,2876,181188
三门峡,124674-0,124672-1,63,7.26,5.34,2102,132426
三门峡,124674-0,15562-128,61,7.79,4.24,126,7686
三门峡,124674-0,124711-2,60,7.72,5.28,186,11160
三门峡,124674-0,253819-1,60,7.33,6.77,608,36480
三门峡,124674-0,15476-128,52,8.58,6.72,4050,210600
三门峡,124674-0,253814-2,51,8.88,4.36,96,4896
三门峡,124674-0,253940-2,48,9.34,6.03,118,5664
三门峡,124674-0,124674-2,45,10.22,9.25,14830,667350
三门峡,124674-0,5681-128,43,9.84,5.08,750,32250
三门峡,124674-0,15310-128,43,9.61,3.58,62,2666
三门峡,124674-0,47446-1,42,10.2,5.6,502,21084
三门峡,124674-0,253918-1,40,10.42,5.42,462,18480
三门峡,124674-0,15121-130,36,11.46,6.73,56,2016
三门峡,124674-0,253905-0,35,11.3,6.04,100,3500
三门峡,124674-0,253918-2,34,10.66,4.07,116,3944
三门峡,124674-0,15125-130,31,10.52,3,62,1922
三门峡,124674-0,15298-129,31,12.3,6.48,86,2666
三门峡,124674-0,124674-1,30,12.76,7.07,20885,626550
三门峡,124674-0,124815-0,29,11.92,5.4,104,3016
三门峡,124674-0,253793-1,26,12.44,5.47,146,3796
三门峡,124674-0,124687-1,22,14.31,6.87,318,6996
三门峡,124674-0,5681-130,18,11.15,2.31,786,14148
三门峡,124674-0,259655-2,17,13.86,5.07,70,1190
三门峡,124674-0,15510-130,7,14.1,3.51,1984,13888
三门峡,124674-0,7206-130,5,22.49,8.24,782,3910
三门峡,124674-0,124698-2,4,17.22,4.72,92,368
三门峡,124674-0,253768-0,3,18.5,4.92,52,156
三门峡,124674-0,259682-2,1,20.46,4.74,160,160
三门峡,124674-0,253932-2,1,17.17,3.44,82,82
三门峡,124674-0,47433-0,1,21.48,5.57,92,92
三门峡,124674-0,15339-130,0,30.03,3.56,2582,0
三门峡,124674-0,253895-0,0,23.98,4.8,598,0
三门峡,124674-0,253891-1,0,19.8,4.01,2772,0
三门峡,124674-1,15290-129,98,0.61,4.15,56,5488
三门峡,124674-1,7203-128,97,2.89,3.29,148,14356
三门峡,124674-1,259655-0,93,2.65,4.25,1086,100998
三门峡,124674-1,253789-1,89,4.17,3.97,180,16020
三门峡,124674-1,15472-129,86,4.29,4.32,1342,115412
三门峡,124674-1,15582-129,85,4.29,4.6,1718,146030
三门峡,124674-1,259598-0,85,3.37,5.51,60,5100
三门峡,124674-1,273933-129,85,3.1,5.76,60,5100
三门峡,124674-1,47441-1,83,5.27,3.87,5548,460484
三门峡,124674-1,15336-129,82,1.73,7.99,398,32636
三门峡,124674-1,15315-129,82,4.72,4.75,294,24108
三门峡,124674-1,15429-129,77,5.81,4.38,17266,1329482
三门峡,124674-1,124813-0,76,5.32,5.1,998,75848
三门峡,124674-1,15313-129,76,6.2,4,7174,545224
三门峡,124674-1,259598-1,74,5.07,6.09,120,8880
三门峡,124674-1,259654-0,74,5.44,5.54,1228,90872
三门峡,124674-1,15510-128,71,6.36,4.76,514,36494
三门峡,124674-1,253789-2,67,6.77,4.92,12310,824770
三门峡,124674-1,5681-129,66,6.78,5.39,748,49368
三门峡,124674-1,259654-2,60,7.58,5.58,90,5400
三门峡,124674-1,253794-0,60,7.98,4.18,126,7560
三门峡,124674-1,124672-1,60,7.36,6.63,48265,2895900
三门峡,124674-1,15582-128,60,7.46,5.91,65867,3952020
三门峡,124674-1,124815-2,57,7.96,5.53,2304,131328
三门峡,124674-1,47433-1,56,8.14,5.88,258,14448
三门峡,124674-1,15476-128,55,8.09,7.99,450,24750
三门峡,124674-1,124674-0,53,8.53,6.7,3088,163664
三门峡,124674-1,259598-2,52,8.67,6.34,23450,1219400
三门峡,124674-1,15472-128,48,9.35,7.1,8182,392736
三门峡,124674-1,47446-2,46,9.75,7.14,1017,46782
三门峡,124674-1,47446-1,45,10.08,8.89,132,5940
三门峡,124674-1,124672-0,34,11.73,6.54,300,10200
三门峡,124674-1,124674-2,34,11.87,7.08,10250,348500
三门峡,124674-1,47440-2,32,12.02,6.52,174,5568
三门峡,124674-1,253819-1,29,12.73,6.58,918,26622
三门峡,124674-1,259655-2,28,13.44,7.79,11779,329812
三门峡,124674-1,47444-2,20,12.88,4.62,120,2400
三门峡,124674-1,15474-130,3,19.73,5.56,354,1062
三门峡,124674-1,253797-2,3,22.62,7.25,78,234
三门峡,124674-1,259682-1,1,20.03,4.5,66,66
三门峡,124674-2,7203-128,88,3.12,5.09,82,7216
三门峡,124674-2,15429-129,77,5.81,4.33,74,5698
三门峡,124674-2,259598-1,76,5.32,5.3,222,16872
三门峡,124674-2,15336-130,74,5.68,5.15,1816,134384
三门峡,124674-2,124674-1,73,6.24,4.41,8032,586336
三门峡,124674-2,259598-0,72,5.74,5.57,168,12096
三门峡,124674-2,259598-2,70,5.68,6.36,6522,456540
三门峡,124674-2,15476-128,63,7.09,5.97,1126,70938
三门峡,124674-2,47440-2,61,7.27,6.19,908,55388
三门峡,124674-2,124674-0,60,7.18,7.4,52323,3139380
三门峡,124674-2,15510-128,57,8.06,5.58,612,34884
三门峡,124674-2,124687-1,46,9.61,5.58,114,5244
三门峡,124674-2,253772-2,46,9.32,3.19,74,3404
三门峡,124674-2,5681-129,45,10,7.96,384,17280
三门峡,124674-2,47446-2,45,9.93,7.4,58,2610
三门峡,124674-2,124672-0,42,10.31,6.92,29545,1240890
三门峡,124674-2,124672-1,38,11.14,7.03,19784,751792
三门峡,124674-2,15582-128,28,13.32,7.38,1894,53032
三门峡,124674-2,47446-1,27,12.86,6.42,162,4374
三门峡,124674-2,15560-129,23,11.72,3.74,64,1472
三门峡,124674-2,15125-129,13,12.61,3.14,66,858
三门峡,124674-2,124818-1,0,18.18,2.96,156,0
三门峡,124674-2,253803-2,0,19.06,2.42,68,0
三门峡,124677-0,47459-0,96,2.6,3.75,114,10944
三门峡,124677-0,15121-128,96,3.25,3.22,104,9984
三门峡,124677-0,15121-129,94,3.18,3.69,66,6204
三门峡,124677-0,15510-128,94,3.14,3.72,72,6768
三门峡,124677-0,253819-1,92,2.61,4.44,72,6624
三门峡,124677-0,7401-128,79,5.58,4.2,76,6004
三门峡,124677-0,15513-128,74,5.5,5.52,1744,129056
三门峡,124677-0,7401-129,74,5.28,5.66,2258,167092
三门峡,124677-0,253903-2,72,5.97,5.27,942,67824
三门峡,124677-0,253901-2,68,6.91,4.51,2098,142664
三门峡,124677-0,15310-128,65,6.71,5.95,4712,306280
三门峡,124677-0,7401-130,65,6.7,5.89,3928,255320
三门峡,124677-0,15113-130,59,7.75,5.66,530,31270
三门峡,124677-0,259778-2,58,7.94,5.04,72,4176
三门峡,124677-0,15476-128,57,7.94,6.32,178,10146
三门峡,124677-0,124818-0,56,8.27,4.97,118,6608
三门峡,124677-0,253791-1,55,8,8.04,476,26180
三门峡,124677-0,253806-1,54,8.27,6.56,98,5292
三门峡,124677-0,253771-1,54,8.41,5.56,31540,1703160
三门峡,124677-0,253796-0,53,8.56,6.39,18078,958134
三门峡,124677-0,253771-2,52,8.69,6.39,83297,4331444
三门峡,124677-0,47443-2,49,9.09,6.04,14898,730002
三门峡,124677-0,253796-1,48,9.33,6.21,50710,2434080
三门峡,124677-0,253771-0,48,9.41,6.59,1028,49344
三门峡,124677-0,124911-1,46,9.55,6.14,67304,3095984
三门峡,124677-0,124812-1,43,9.96,5.31,1726,74218
三门峡,124677-0,5641-130,43,10.06,6.14,68,2924
三门峡,124677-0,15513-130,42,10.23,6.38,13080,549360
三门峡,124677-0,15322-130,41,10.39,6.42,1040,42640
三门峡,124677-0,253798-2,40,10.29,4.86,116,4640
三门峡,124677-0,15125-129,34,11.63,6.32,6038,205292
三门峡,124677-0,124677-1,29,13.05,7.15,822,23838
三门峡,124677-0,253809-1,26,10.77,2.69,266,6916
三门峡,124677-0,15121-130,26,13.03,6.32,58,1508
三门峡,124677-0,124683-2,23,11.83,3.83,106,2438
三门峡,124677-0,124695-2,19,13.05,4.68,74,1406
三门峡,124677-0,124677-2,11,16.02,5.65,8730,96030
三门峡,124677-0,253789-1,7,16.39,5.13,152,1064
三门峡,124677-0,47447-2,3,15.86,3.58,56,168
三门峡,124677-0,253916-1,2,20.76,5.71,68,136
三门峡,124677-0,124911-2,1,18.68,4.06,56,56
三门峡,124677-0,124673-2,1,21.23,5,70,70
三门峡,124677-0,253907-1,0,18.8,3.58,140,0
三门峡,124677-0,253941-1,0,24.52,4.31,470,0
三门峡,124677-0,15512-128,0,18.74,3.17,70,0
三门峡,124677-0,253803-2,0,21.22,3.47,224,0
三门峡,124677-0,253799-0,0,21.05,4.14,566,0
三门峡,124677-0,253824-0,0,21.22,4.41,126,0
三门峡,124677-0,253784-1,0,24.73,6.03,60,0
三门峡,124677-1,15513-128,100,1.79,1.87,66,6600
三门峡,124677-1,124675-0,94,0.79,5.33,94,8836
三门峡,124677-1,124677-0,92,3.03,4.19,132,12144
三门峡,124677-1,253789-1,84,3.82,5.2,2148,180432
三门峡,124677-1,124694-1,83,4.41,4.81,68,5644
三门峡,124677-1,15113-130,83,3.97,5.27,406,33698
三门峡,124677-1,47434-2,81,4.95,4.6,12532,1015092
三门峡,124677-1,15511-129,80,5.95,3.68,154,12320
三门峡,124677-1,253798-2,79,4.33,5.75,220,17380
三门峡,124677-1,15472-128,79,5.11,4.73,1132,89428
三门峡,124677-1,253913-1,77,4.72,5.82,5182,399014
三门峡,124677-1,124812-1,75,6.48,3.71,168,12600
三门峡,124677-1,15310-129,75,5.42,5.3,1218,91350
三门峡,124677-1,259598-1,75,5.49,5.15,1652,123900
三门峡,124677-1,15476-128,74,5.56,5.4,4982,368668
三门峡,124677-1,124683-2,73,5.24,6.01,156,11388
三门峡,124677-1,238379-2,73,5.92,5.05,354,25842
三门峡,124677-1,15322-130,68,6.36,5.79,1538,104584
三门峡,124677-1,7401-129,66,6.54,6.14,282,18612
三门峡,124677-1,124677-2,65,6.59,6.44,51662,3358030
三门峡,124677-1,259779-1,64,6.31,7.36,732,46848
三门峡,124677-1,15539-128,55,8.26,5.7,2228,122540
三门峡,124677-1,47459-2,52,8.68,5.97,312,16224
三门峡,124677-1,124911-1,51,8.86,7.3,8542,435642
三门峡,124677-1,124695-2,48,9.36,7.35,1920,92160
三门峡,124677-1,253804-0,46,9.61,6.59,512,23552
三门峡,124677-1,253791-1,45,9.63,5.26,570,25650
三门峡,124677-1,124673-2,45,9.58,4.88,86,3870
三门峡,124677-1,15513-130,38,11.28,7.3,47771,1815298
三门峡,124677-1,253796-1,34,11.33,5.52,274,9316
三门峡,124677-1,47443-2,32,12.76,7.9,5724,183168
三门峡,124677-1,253771-2,27,12.82,6.31,160,4320
三门峡,124677-1,15587-128,26,12.08,4.86,118,3068
三门峡,124677-1,253803-1,12,16.45,6.31,186,2232
三门峡,124677-1,253901-2,12,16.3,6.14,908,10896
三门峡,124677-1,259782-2,0,21.88,3.07,52,0
三门峡,124677-1,124672-1,0,22.58,1.83,194,0
三门峡,124677-2,253818-1,100,0.6,3.21,482,48200
三门峡,124677-2,253791-0,100,0.4,2.62,412,41200
三门峡,124677-2,253822-2,100,1.94,2.14,100,10000
三门峡,124677-2,5641-128,100,1.36,2.04,56,5600
三门峡,124677-2,15513-128,100,2.16,2.35,88,8800
三门峡,124677-2,124912-1,100,-1.14,2.46,236,23600
三门峡,124677-2,253772-2,100,1.32,2.96,196,19600
三门峡,124677-2,253890-1,100,0.13,2.17,60,6000
三门峡,124677-2,253918-0,100,0.18,1.9,76,7600
三门峡,124677-2,259774-0,100,0.78,2.14,118,11800
三门峡,124677-2,7201-128,100,0.86,2.38,84,8400
三门峡,124677-2,124816-0,99,0.56,3.32,86,8514
三门峡,124677-2,124672-2,99,1.41,3.36,112,11088
三门峡,124677-2,253890-0,99,1.39,3.15,56,5544
三门峡,124677-2,253803-0,99,-0.31,3.68,216,21384
三门峡,124677-2,253767-2,99,1.08,3.32,408,40392
三门峡,124677-2,15512-128,99,0.64,3.8,4354,431046
三门峡,124677-2,253777-0,99,0.88,3.47,690,68310
三门峡,124677-2,15478-128,98,0.67,4.11,54,5292
三门峡,124677-2,253821-2,98,-0.06,4.21,68,6664
三门峡,124677-2,253808-2,98,0.98,3.75,340,33320
三门峡,124677-2,253912-2,98,5.29,1.71,62,6076
三门峡,124677-2,15306-128,97,-1.01,5.28,176,17072
三门峡,124677-2,253780-0,97,1.25,3.97,56,5432
三门峡,124677-2,15580-128,96,1.37,4.5,232,22272
三门峡,124677-2,15478-130,96,2.2,4.01,416,39936
三门峡,124677-2,5641-129,95,0.94,4.88,272,25840
三门峡,124677-2,253784-1,93,2.32,4.45,1078,100254
三门峡,124677-2,253795-0,93,2.79,4.23,2778,258354
三门峡,124677-2,15510-128,93,2.22,4.65,5410,503130
三门峡,124677-2,253767-1,93,2.09,4.72,812,75516
三门峡,124677-2,253815-2,92,3.42,4.01,6542,601864
三门峡,124677-2,253767-0,92,4.04,3.5,388,35696
三门峡,124677-2,15560-128,92,3.22,4.19,516,47472
三门峡,124677-2,253798-2,91,2.08,5.15,362,32942
三门峡,124677-2,15290-128,91,0.26,6.43,68,6188
三门峡,124677-2,259723-0,91,3.04,4.39,7685,699335
三门峡,124677-2,253795-1,90,3.69,4.11,5364,482760
三门峡,124677-2,124675-0,90,3.88,3.95,144,12960
三门峡,124677-2,253807-2,89,3.1,4.8,1464,130296
三门峡,124677-2,47433-0,88,4.08,4.15,1394,122672
三门峡,124677-2,47433-1,88,3.95,4.21,4161,366168
三门峡,124677-2,253784-0,87,2.93,5.4,1544,134328
三门峡,124677-2,253791-2,87,2.73,5.51,3288,286056
三门峡,124677-2,47459-1,87,4.48,4.07,62,5394
三门峡,124677-2,253798-1,87,3.43,4.95,228,19836
三门峡,124677-2,47459-2,86,4.24,4.34,428,36808
三门峡,124677-2,15511-129,85,4.45,4.37,926,78710
三门峡,124677-2,253778-2,85,4.11,4.66,178,15130
三门峡,124677-2,253796-2,84,5.06,4.04,376,31584
三门峡,124677-2,253918-1,84,4.03,4.9,62,5208
三门峡,124677-2,124677-1,84,4.28,4.7,23370,1963080
三门峡,124677-2,259598-2,83,5.03,4.11,3451,286433
三门峡,124677-2,253789-2,83,5.21,3.91,432,35856
三门峡,124677-2,15506-129,82,4.64,4.72,328,26896
三门峡,124677-2,253778-1,82,4.84,4.62,704,57728
三门峡,124677-2,253777-1,82,5.1,4.35,492,40344
三门峡,124677-2,253913-1,82,3.25,6.32,202,16564
三门峡,124677-2,15581-128,81,3.66,6.04,450,36450
三门峡,124677-2,253798-0,80,3.43,6.67,256,20480
三门峡,124677-2,15310-130,80,5.39,4.35,9506,760480
三门峡,124677-2,253807-1,79,4.75,5.31,1522,120238
三门峡,124677-2,259663-2,79,3.63,6.56,288,22752
三门峡,124677-2,253799-0,78,4.51,5.83,130,10140
三门峡,124677-2,253812-0,77,5.9,4.13,306,23562
三门峡,124677-2,259598-1,76,5.29,5.15,6980,530480
三门峡,124677-2,124695-2,76,5.81,4.48,2722,206872
三门峡,124677-2,15511-128,76,3.77,7.51,60,4560
三门峡,124677-2,259597-2,76,2.72,8.76,58,4408
三门峡,124677-2,259598-0,74,5.74,4.98,10062,744588
三门峡,124677-2,15506-128,74,5.62,5.38,420,31080
三门峡,124677-2,253913-0,74,5.41,5.65,150,11100
三门峡,124677-2,15125-130,73,5.34,5.83,9602,700946
三门峡,124677-2,253769-1,73,5.63,5.62,372,27156
三门峡,124677-2,124695-0,73,7.14,2.99,470,34310
三门峡,124677-2,124695-1,73,5.73,5.3,6586,480778
三门峡,124677-2,15125-129,73,5.72,5.42,3838,280174
三门峡,124677-2,253779-1,72,5.13,6.68,62,4464
三门峡,124677-2,253821-1,70,5.76,6.06,3432,240240
三门峡,124677-2,253815-1,69,6.42,5.26,8430,581670
三门峡,124677-2,253790-1,69,6,6.01,2098,144762
三门峡,124677-2,15512-129,68,6.5,5.22,544,36992
三门峡,124677-2,273921-128,67,6.08,6.5,78,5226
三门峡,124677-2,47434-1,66,7.01,4.7,618,40788
三门峡,124677-2,253929-1,66,6.34,6.56,160,10560
三门峡,124677-2,253815-0,66,6.54,6.1,5770,380820
三门峡,124677-2,15125-128,65,6.95,5.17,196,12740
三门峡,124677-2,253774-1,65,6.81,5.86,52,3380
三门峡,124677-2,253929-0,65,5.79,8.35,164,10660
三门峡,124677-2,253809-0,64,7.87,3.14,60,3840
三门峡,124677-2,253772-0,61,6.87,7.58,620,37820
三门峡,124677-2,253803-1,61,7.17,6.82,1060,64660
三门峡,124677-2,253811-1,60,7.66,5.34,100,6000
三门峡,124677-2,253792-2,59,7.8,5.39,1240,73160
三门峡,124677-2,238379-2,58,7.67,6.77,1424,82592
三门峡,124677-2,124911-1,58,7.84,6,2892,167736
三门峡,124677-2,15513-130,57,8.06,4.99,68527,3906039
三门峡,124677-2,253789-1,56,7.93,6.55,406,22736
三门峡,124677-2,124677-0,56,8.14,6.17,598,33488
三门峡,124677-2,253901-2,53,8.59,5.71,214,11342
三门峡,124677-2,15476-128,52,8.75,5.48,43792,2277184
三门峡,124677-2,253791-1,52,8.77,5.71,17460,907920
三门峡,124677-2,124673-2,51,8.81,8.16,64,3264
三门峡,124677-2,253777-2,50,9,3.86,154,7700
三门峡,124677-2,15587-128,49,9.16,7.01,244,11956
三门峡,124677-2,15310-128,49,9.17,6.56,30036,1471764
三门峡,124677-2,253804-0,48,9.4,6.44,1140,54720
三门峡,124677-2,253776-0,48,9.24,4.87,66,3168
三门峡,124677-2,259779-1,47,9.59,8.46,98,4606
三门峡,124677-2,253771-2,45,9.74,5.86,32128,1445760
三门峡,124677-2,47434-2,43,10.05,6.2,822,35346
三门峡,124677-2,47443-2,42,10.2,6.04,1498,62916
三门峡,124677-2,124812-1,40,10.36,5.34,88,3520
三门峡,124677-2,253893-1,39,10.69,5.91,58,2262
三门峡,124677-2,253796-1,36,11.38,6.52,748,26928
三门峡,124677-2,253789-0,35,10.6,4.03,116,4060
三门峡,124677-2,15560-130,33,10.67,3.82,92,3036
三门峡,124677-2,124911-2,31,12.08,6.25,1312,40672
三门峡,124677-2,253812-2,25,11.97,4.37,70,1750
三门峡,124677-2,253817-1,23,12.67,5.04,96,2208
三门峡,124677-2,15322-130,21,12.92,4.78,184,3864
三门峡,124677-2,253810-2,17,15.05,6.22,80,1360
三门峡,124678-0,259721-2,100,4.32,1.62,68,6800
三门峡,124678-0,259721-1,99,-0.93,4.51,134,13266
三门峡,124678-0,15307-129,94,1.5,4.91,44,4136
三门峡,124678-0,124681-1,85,2.85,5.86,164,13940
三门峡,124678-0,15329-130,84,4.46,4.62,3754,315336
三门峡,124678-0,273934-129,84,3.04,6.11,2792,234528
三门峡,124678-0,124678-1,83,5.18,4.08,148,12284
三门峡,124678-0,259721-0,82,4.91,4.42,1200,98400
三门峡,124678-0,11317-128,81,2.85,7.04,40,3240
三门峡,124678-0,124924-2,80,5.01,4.71,1398,111840
三门峡,124678-0,15329-129,80,4.87,4.88,1170,93600
三门峡,124678-0,15301-128,72,5.25,6.5,122,8784
三门峡,124678-0,253940-2,68,5.86,6.78,44,2992
三门峡,124678-0,15329-128,67,7.13,4.14,152,10184
三门峡,124678-0,15319-129,66,5.46,8.76,56,3696
三门峡,124678-0,259781-0,56,8.2,5.6,92,5152
三门峡,124678-0,124678-2,48,9.31,6.92,98,4704
三门峡,124678-0,15339-129,43,9.93,5.17,80,3440
三门峡,124678-0,259779-0,43,9.84,4.8,38,1634
三门峡,124678-0,15307-128,36,11.1,6.02,84,3024
三门峡,124678-1,15301-130,98,0.7,4.14,986,96628
三门峡,124678-1,124811-2,95,1.3,4.7,2924,277780
三门峡,124678-1,15307-129,95,2.7,3.93,1214,115330
三门峡,124678-1,15480-130,94,-2.14,7.28,74,6956
三门峡,124678-1,15480-129,94,2.63,4.04,218,20492
三门峡,124678-1,124681-2,93,2.27,4.5,1028,95604
三门峡,124678-1,15293-128,91,4.56,3.26,114,10374
三门峡,124678-1,253940-1,91,1.67,5.42,198,18018
三门峡,124678-1,15481-129,91,1.43,5.71,1064,96824
三门峡,124678-1,15482-129,91,2.28,4.96,198,18018
三门峡,124678-1,259721-2,90,1.82,5.72,1438,129420
三门峡,124678-1,259584-3,88,2.67,5.45,496,43648
三门峡,124678-1,259654-2,88,2.15,5.87,364,32032
三门峡,124678-1,124697-0,88,1.87,6.15,340,29920
三门峡,124678-1,15481-130,88,2.97,5.19,3604,317152
三门峡,124678-1,253906-0,86,3.36,5.24,118,10148
三门峡,124678-1,253922-2,86,4.8,3.83,1224,105264
三门峡,124678-1,15293-130,84,3.8,5.15,1824,153216
三门峡,124678-1,15319-128,84,5.53,3.44,116,9744
三门峡,124678-1,47434-2,84,4.71,4.4,110,9240
三门峡,124678-1,15307-130,83,3.65,5.64,2008,166664
三门峡,124678-1,124898-0,83,2.04,7.15,226,18758
三门峡,124678-1,253929-1,81,4.67,5.03,134,10854
三门峡,124678-1,15487-129,81,3.57,6.11,130,10530
三门峡,124678-1,7199-128,80,3.4,6.62,190,15200
三门峡,124678-1,259782-1,79,2.96,7.48,398,31442
三门峡,124678-1,15482-128,77,4.96,5.58,1304,100408
三门峡,124678-1,15334-129,76,4.81,5.84,256,19456
三门峡,124678-1,124893-1,76,6.83,3.1,1681,127756
三门峡,124678-1,15592-128,72,5.34,6.32,130,9360
三门峡,124678-1,124681-0,69,5.62,6.82,3992,275448
三门峡,124678-1,273934-129,69,6.1,5.84,9213,635697
三门峡,124678-1,15478-130,68,6.21,5.94,1052,71536
三门峡,124678-1,124681-1,65,7.09,4.85,9749,633685
三门峡,124678-1,253940-2,63,6.76,6.62,5548,349524
三门峡,124678-1,15307-128,60,7.56,5.7,42246,2534760
三门峡,124678-1,15481-128,59,7.55,6.4,1098,64782
三门峡,124678-1,124924-2,58,7.81,5.89,8304,481632
三门峡,124678-1,124811-1,57,7.06,11.21,94,5358
三门峡,124678-1,15301-128,56,8.17,5.57,4340,243040
三门峡,124678-1,15329-130,54,8.34,6.61,25674,1386396
三门峡,124678-1,259598-2,53,8.35,8.18,74,3922
三门峡,124678-1,253922-1,52,8.59,7.01,2282,118664
三门峡,124678-1,259781-0,50,9.03,5.69,25322,1266100
三门峡,124678-1,15427-129,45,9.64,5.51,360,16200
三门峡,124678-1,259779-0,42,10.21,5.68,5414,227388
三门峡,124678-1,15339-129,41,10.3,5.81,9766,400406
三门峡,124678-1,124811-0,41,10.3,5.89,4538,186058
三门峡,124678-1,273937-129,40,10.56,6.26,54,2160
三门峡,124678-1,246707-0,38,10.77,5.97,52,1976
三门峡,124678-1,124711-2,30,12.28,6.1,58,1740
三门峡,124678-1,253791-2,30,11.65,5.08,7794,233820
三门峡,124678-1,253786-1,28,11.97,5.04,298,8344
三门峡,124678-1,47432-0,27,11.3,3.82,54,1458
三门峡,124678-1,259712-1,22,12.38,4.37,58,1276
三门峡,124678-1,253791-0,21,13.07,5.1,3462,72702
三门峡,124678-1,273937-128,17,14.82,6.05,80,1360
三门峡,124678-1,124678-2,13,14.35,4.72,39048,507624
三门峡,124678-1,253894-2,6,16.12,4.52,100,600
三门峡,124678-1,15334-130,2,18.91,4.83,68,136
三门峡,124678-2,259598-2,100,5.33,1.25,6,600
三门峡,124678-2,15427-128,98,2.5,3.28,8,784
三门峡,124678-2,259627-2,98,1.5,3.77,8,784
三门峡,124678-2,124893-1,97,2.8,3.25,10,970
三门峡,124678-2,15307-130,95,0.55,5.25,190,18050
三门峡,124678-2,124689-2,94,4.73,2.73,22,2068
三门峡,124678-2,253929-1,93,0.4,5.8,106,9858
三门峡,124678-2,15334-129,92,1.75,5.21,16,1472
三门峡,124678-2,259584-3,88,2.49,5.59,70,6160
三门峡,124678-2,124678-0,77,5.78,4.28,92,7084
三门峡,124678-2,124678-1,75,4.85,6.21,124,9300
三门峡,124678-2,124811-2,72,6.89,3.6,36,2592
三门峡,124678-2,124711-2,68,6.89,4.49,76,5168
三门峡,124678-2,259781-0,66,5.12,9.13,16,1056
三门峡,124678-2,15592-128,58,7.71,6.33,28,1624
三门峡,124678-2,259598-1,56,8.21,4.96,58,3248
三门峡,124678-2,253949-2,53,8.75,3.77,40,2120
三门峡,124678-2,15329-130,51,8.83,6.09,108,5508
三门峡,124678-2,124681-0,40,11.5,10.31,8,320
三门峡,124678-2,124924-2,21,15,7.45,8,168
三门峡,124681-0,15487-130,96,-1.47,5.81,60,5760
三门峡,124681-0,259781-1,96,2.56,3.61,27019,2593824
三门峡,124681-0,259761-2,95,-0.71,6.05,110,10450
三门峡,124681-0,47468-2,94,1.77,4.7,3531,331914
三门峡,124681-0,253949-0,93,2.23,4.5,9816,912888
